date,ward_code,ward_name,crime_type,severity,ipc_section
2024-01-24,D,Malabar Hill,Assault,Medium,IPC 343
2024-01-24,R/C,Borivali,Burglary,Medium,IPC 313
2024-01-24,E,Byculla,Assault,High,IPC 469
2024-01-24,F/N,Matunga,Cyber Fraud,Low,IPC 437
2024-01-24,F/N,Matunga,Cyber Fraud,High,IPC 364
2024-01-24,K/W,Andheri West,Extortion,Medium,IPC 317
2024-01-24,H/E,Bandra East,Chain Snatching,Medium,IPC 482
2024-01-24,D,Malabar Hill,Cyber Fraud,Low,IPC 489
2024-01-24,D,Malabar Hill,Theft,Medium,IPC 425
2024-01-24,R/C,Borivali,Extortion,Medium,IPC 451
2024-01-24,M/E,Govandi,Extortion,Medium,IPC 328
2024-01-24,A,Colaba/Fort,Cyber Fraud,High,IPC 323
2024-01-24,F/N,Matunga,Assault,Low,IPC 429
2024-01-25,M/E,Govandi,Cyber Fraud,Medium,IPC 399
2024-01-25,A,Colaba/Fort,Extortion,High,IPC 465
2024-01-25,L,Kurla,Extortion,Low,IPC 313
2024-01-25,H/E,Bandra East,Chain Snatching,Medium,IPC 424
2024-01-25,A,Colaba/Fort,Assault,Medium,IPC 325
2024-01-25,N,Ghatkopar,Extortion,Medium,IPC 495
2024-01-25,R/C,Borivali,Chain Snatching,Medium,IPC 366
2024-01-25,F/N,Matunga,Burglary,High,IPC 438
2024-01-25,L,Kurla,Burglary,High,IPC 491
2024-01-25,K/W,Andheri West,Assault,High,IPC 405
2024-01-25,D,Malabar Hill,Extortion,Medium,IPC 332
2024-01-25,M/E,Govandi,Assault,High,IPC 466
2024-01-25,N,Ghatkopar,Burglary,Medium,IPC 335
2024-01-25,L,Kurla,Extortion,Low,IPC 314
2024-01-25,G/N,Dharavi,Extortion,Low,IPC 444
2024-01-26,M/E,Govandi,Chain Snatching,High,IPC 341
2024-01-26,E,Byculla,Extortion,High,IPC 473
2024-01-26,D,Malabar Hill,Chain Snatching,Low,IPC 422
2024-01-26,L,Kurla,Cyber Fraud,Medium,IPC 488
2024-01-26,E,Byculla,Burglary,High,IPC 480
2024-01-27,A,Colaba/Fort,Extortion,Low,IPC 439
2024-01-27,E,Byculla,Burglary,High,IPC 469
2024-01-27,M/E,Govandi,Theft,Medium,IPC 382
2024-01-27,G/N,Dharavi,Chain Snatching,Medium,IPC 487
2024-01-27,E,Byculla,Chain Snatching,High,IPC 354
2024-01-27,D,Malabar Hill,Chain Snatching,Low,IPC 463
2024-01-27,K/W,Andheri West,Assault,Low,IPC 326
2024-01-27,H/E,Bandra East,Cyber Fraud,High,IPC 374
2024-01-27,N,Ghatkopar,Extortion,High,IPC 317
2024-01-27,G/N,Dharavi,Extortion,High,IPC 485
2024-01-27,F/N,Matunga,Theft,Medium,IPC 412
2024-01-27,D,Malabar Hill,Chain Snatching,Medium,IPC 435
2024-01-27,F/N,Matunga,Extortion,High,IPC 395
2024-01-27,R/C,Borivali,Theft,High,IPC 324
2024-01-27,E,Byculla,Burglary,Low,IPC 455
2024-01-27,A,Colaba/Fort,Assault,High,IPC 442
2024-01-27,M/E,Govandi,Extortion,High,IPC 366
2024-01-27,G/N,Dharavi,Cyber Fraud,Low,IPC 311
2024-01-27,G/N,Dharavi,Assault,High,IPC 359
2024-01-27,N,Ghatkopar,Chain Snatching,Medium,IPC 375
2024-01-28,H/E,Bandra East,Extortion,High,IPC 325
2024-01-28,L,Kurla,Extortion,High,IPC 480
2024-01-28,A,Colaba/Fort,Burglary,Medium,IPC 462
2024-01-28,E,Byculla,Cyber Fraud,High,IPC 489
2024-01-28,A,Colaba/Fort,Cyber Fraud,Low,IPC 300
2024-01-28,N,Ghatkopar,Cyber Fraud,Medium,IPC 302
2024-01-28,M/E,Govandi,Assault,Low,IPC 317
2024-01-28,D,Malabar Hill,Cyber Fraud,Low,IPC 382
2024-01-28,H/E,Bandra East,Cyber Fraud,Low,IPC 484
2024-01-28,H/E,Bandra East,Assault,High,IPC 350
2024-01-28,F/N,Matunga,Chain Snatching,Medium,IPC 312
2024-01-28,H/E,Bandra East,Chain Snatching,Medium,IPC 345
2024-01-28,E,Byculla,Burglary,Low,IPC 467
2024-01-28,N,Ghatkopar,Theft,Medium,IPC 371
2024-01-28,E,Byculla,Cyber Fraud,Low,IPC 346
2024-01-28,F/N,Matunga,Chain Snatching,High,IPC 308
2024-01-28,G/N,Dharavi,Theft,Medium,IPC 322
2024-01-28,L,Kurla,Assault,Low,IPC 425
2024-01-28,H/E,Bandra East,Extortion,Low,IPC 478
2024-01-28,A,Colaba/Fort,Burglary,Low,IPC 349
2024-01-29,F/N,Matunga,Theft,Low,IPC 333
2024-01-29,A,Colaba/Fort,Assault,Low,IPC 431
2024-01-29,L,Kurla,Extortion,Medium,IPC 359
2024-01-29,N,Ghatkopar,Assault,High,IPC 333
2024-01-29,F/N,Matunga,Chain Snatching,Medium,IPC 475
2024-01-29,K/W,Andheri West,Extortion,Low,IPC 483
2024-01-29,H/E,Bandra East,Extortion,Medium,IPC 346
2024-01-30,L,Kurla,Burglary,Low,IPC 439
2024-01-30,F/N,Matunga,Theft,Medium,IPC 396
2024-01-30,E,Byculla,Chain Snatching,Low,IPC 377
2024-01-30,N,Ghatkopar,Extortion,High,IPC 319
2024-01-30,L,Kurla,Theft,Low,IPC 352
2024-01-30,M/E,Govandi,Burglary,High,IPC 416
2024-01-30,M/E,Govandi,Cyber Fraud,Medium,IPC 432
2024-01-30,H/E,Bandra East,Theft,Medium,IPC 466
2024-01-30,M/E,Govandi,Burglary,Medium,IPC 433
2024-01-30,A,Colaba/Fort,Extortion,High,IPC 444
2024-01-30,E,Byculla,Extortion,High,IPC 324
2024-01-30,M/E,Govandi,Chain Snatching,High,IPC 472
2024-01-30,D,Malabar Hill,Extortion,High,IPC 441
2024-01-30,L,Kurla,Assault,High,IPC 438
2024-01-31,R/C,Borivali,Theft,Medium,IPC 449
2024-01-31,L,Kurla,Assault,High,IPC 420
2024-01-31,H/E,Bandra East,Extortion,Medium,IPC 371
2024-01-31,H/E,Bandra East,Theft,Medium,IPC 377
2024-01-31,D,Malabar Hill,Extortion,Low,IPC 408
2024-01-31,H/E,Bandra East,Assault,Low,IPC 481
2024-01-31,F/N,Matunga,Chain Snatching,Medium,IPC 478
2024-01-31,H/E,Bandra East,Chain Snatching,High,IPC 395
2024-01-31,E,Byculla,Theft,Medium,IPC 371
2024-01-31,H/E,Bandra East,Theft,Low,IPC 362
2024-01-31,K/W,Andheri West,Theft,Medium,IPC 442
2024-01-31,M/E,Govandi,Chain Snatching,Low,IPC 465
2024-02-01,D,Malabar Hill,Burglary,Low,IPC 363
2024-02-01,E,Byculla,Burglary,Low,IPC 477
2024-02-01,N,Ghatkopar,Assault,Medium,IPC 430
2024-02-01,L,Kurla,Cyber Fraud,Medium,IPC 350
2024-02-01,F/N,Matunga,Extortion,High,IPC 482
2024-02-01,G/N,Dharavi,Burglary,Low,IPC 335
2024-02-01,R/C,Borivali,Cyber Fraud,Low,IPC 315
2024-02-01,A,Colaba/Fort,Extortion,Medium,IPC 407
2024-02-01,R/C,Borivali,Assault,High,IPC 440
2024-02-01,G/N,Dharavi,Assault,Medium,IPC 306
2024-02-01,F/N,Matunga,Cyber Fraud,High,IPC 429
2024-02-01,N,Ghatkopar,Extortion,Low,IPC 499
2024-02-01,A,Colaba/Fort,Assault,Medium,IPC 404
2024-02-01,N,Ghatkopar,Cyber Fraud,High,IPC 371
2024-02-01,F/N,Matunga,Assault,High,IPC 488
2024-02-01,H/E,Bandra East,Assault,High,IPC 492
2024-02-01,K/W,Andheri West,Cyber Fraud,Medium,IPC 410
2024-02-02,D,Malabar Hill,Chain Snatching,Medium,IPC 427
2024-02-02,H/E,Bandra East,Assault,High,IPC 385
2024-02-02,H/E,Bandra East,Theft,Medium,IPC 464
2024-02-02,N,Ghatkopar,Extortion,Low,IPC 420
2024-02-02,M/E,Govandi,Chain Snatching,High,IPC 364
2024-02-02,L,Kurla,Extortion,High,IPC 367
2024-02-03,L,Kurla,Assault,Low,IPC 450
2024-02-03,G/N,Dharavi,Theft,Medium,IPC 406
2024-02-03,R/C,Borivali,Theft,Low,IPC 355
2024-02-03,M/E,Govandi,Assault,High,IPC 382
2024-02-03,D,Malabar Hill,Burglary,Low,IPC 477
2024-02-03,A,Colaba/Fort,Chain Snatching,Low,IPC 441
2024-02-03,R/C,Borivali,Theft,Low,IPC 319
2024-02-03,F/N,Matunga,Theft,Medium,IPC 464
2024-02-03,E,Byculla,Theft,Low,IPC 396
2024-02-03,A,Colaba/Fort,Burglary,High,IPC 454
2024-02-03,R/C,Borivali,Theft,Medium,IPC 450
2024-02-03,G/N,Dharavi,Assault,High,IPC 424
2024-02-03,D,Malabar Hill,Cyber Fraud,Medium,IPC 394
2024-02-03,D,Malabar Hill,Theft,Medium,IPC 355
2024-02-03,R/C,Borivali,Extortion,Low,IPC 469
2024-02-04,R/C,Borivali,Cyber Fraud,Medium,IPC 372
2024-02-04,F/N,Matunga,Theft,Low,IPC 479
2024-02-04,K/W,Andheri West,Theft,Medium,IPC 353
2024-02-04,H/E,Bandra East,Chain Snatching,High,IPC 431
2024-02-04,D,Malabar Hill,Cyber Fraud,High,IPC 461
2024-02-04,R/C,Borivali,Cyber Fraud,Low,IPC 409
2024-02-04,R/C,Borivali,Extortion,Low,IPC 390
2024-02-04,G/N,Dharavi,Extortion,Medium,IPC 394
2024-02-04,M/E,Govandi,Extortion,Medium,IPC 453
2024-02-04,N,Ghatkopar,Extortion,High,IPC 468
2024-02-04,A,Colaba/Fort,Theft,Medium,IPC 372
2024-02-04,F/N,Matunga,Extortion,Medium,IPC 309
2024-02-04,N,Ghatkopar,Burglary,Low,IPC 309
2024-02-04,A,Colaba/Fort,Theft,Medium,IPC 414
2024-02-04,H/E,Bandra East,Cyber Fraud,Low,IPC 431
2024-02-04,R/C,Borivali,Theft,Low,IPC 313
2024-02-04,H/E,Bandra East,Assault,Medium,IPC 464
2024-02-04,G/N,Dharavi,Chain Snatching,Medium,IPC 429
2024-02-04,M/E,Govandi,Burglary,Low,IPC 331
2024-02-04,K/W,Andheri West,Assault,Medium,IPC 415
2024-02-04,N,Ghatkopar,Chain Snatching,Low,IPC 371
2024-02-05,K/W,Andheri West,Theft,Medium,IPC 391
2024-02-05,G/N,Dharavi,Assault,High,IPC 438
2024-02-05,M/E,Govandi,Cyber Fraud,Medium,IPC 301
2024-02-05,G/N,Dharavi,Burglary,Medium,IPC 321
2024-02-05,K/W,Andheri West,Chain Snatching,Low,IPC 327
2024-02-05,E,Byculla,Burglary,Low,IPC 483
2024-02-05,E,Byculla,Assault,High,IPC 422
2024-02-05,R/C,Borivali,Theft,High,IPC 321
2024-02-05,N,Ghatkopar,Extortion,High,IPC 303
2024-02-05,L,Kurla,Chain Snatching,High,IPC 432
2024-02-05,A,Colaba/Fort,Theft,Low,IPC 311
2024-02-05,E,Byculla,Chain Snatching,Low,IPC 338
2024-02-05,E,Byculla,Chain Snatching,High,IPC 375
2024-02-05,G/N,Dharavi,Extortion,Medium,IPC 387
2024-02-05,D,Malabar Hill,Extortion,High,IPC 398
2024-02-05,H/E,Bandra East,Cyber Fraud,Medium,IPC 443
2024-02-05,G/N,Dharavi,Chain Snatching,Low,IPC 458
2024-02-05,N,Ghatkopar,Assault,Medium,IPC 470
2024-02-06,M/E,Govandi,Chain Snatching,Medium,IPC 348
2024-02-06,A,Colaba/Fort,Cyber Fraud,High,IPC 390
2024-02-06,M/E,Govandi,Assault,High,IPC 411
2024-02-06,R/C,Borivali,Extortion,Medium,IPC 496
2024-02-06,K/W,Andheri West,Assault,Low,IPC 489
2024-02-06,K/W,Andheri West,Chain Snatching,High,IPC 439
2024-02-06,L,Kurla,Assault,Medium,IPC 465
2024-02-06,M/E,Govandi,Extortion,Medium,IPC 419
2024-02-06,A,Colaba/Fort,Theft,Medium,IPC 324
2024-02-06,H/E,Bandra East,Burglary,Medium,IPC 477
2024-02-06,D,Malabar Hill,Assault,Low,IPC 440
2024-02-06,N,Ghatkopar,Chain Snatching,High,IPC 347
2024-02-06,K/W,Andheri West,Burglary,High,IPC 354
2024-02-06,L,Kurla,Chain Snatching,Low,IPC 367
2024-02-06,G/N,Dharavi,Cyber Fraud,Medium,IPC 312
2024-02-06,D,Malabar Hill,Cyber Fraud,High,IPC 381
2024-02-07,K/W,Andheri West,Cyber Fraud,Medium,IPC 351
2024-02-07,M/E,Govandi,Cyber Fraud,High,IPC 486
2024-02-07,K/W,Andheri West,Assault,Low,IPC 326
2024-02-07,K/W,Andheri West,Chain Snatching,Low,IPC 410
2024-02-07,E,Byculla,Cyber Fraud,Medium,IPC 325
2024-02-07,D,Malabar Hill,Burglary,Medium,IPC 387
2024-02-07,K/W,Andheri West,Burglary,High,IPC 470
2024-02-08,D,Malabar Hill,Burglary,Low,IPC 323
2024-02-08,N,Ghatkopar,Extortion,Low,IPC 373
2024-02-08,L,Kurla,Chain Snatching,Medium,IPC 409
2024-02-08,M/E,Govandi,Assault,Medium,IPC 311
2024-02-08,F/N,Matunga,Assault,Medium,IPC 373
2024-02-08,D,Malabar Hill,Chain Snatching,High,IPC 446
2024-02-08,H/E,Bandra East,Assault,Medium,IPC 418
2024-02-09,F/N,Matunga,Assault,High,IPC 369
2024-02-09,M/E,Govandi,Extortion,Low,IPC 463
2024-02-09,K/W,Andheri West,Cyber Fraud,Medium,IPC 418
2024-02-09,L,Kurla,Assault,Medium,IPC 447
2024-02-09,M/E,Govandi,Assault,High,IPC 306
2024-02-09,A,Colaba/Fort,Extortion,Low,IPC 444
2024-02-10,R/C,Borivali,Extortion,Low,IPC 491
2024-02-10,M/E,Govandi,Extortion,Medium,IPC 408
2024-02-10,M/E,Govandi,Burglary,Medium,IPC 342
2024-02-10,D,Malabar Hill,Burglary,Medium,IPC 412
2024-02-10,F/N,Matunga,Burglary,Medium,IPC 314
2024-02-10,M/E,Govandi,Assault,Low,IPC 303
2024-02-10,L,Kurla,Cyber Fraud,High,IPC 386
2024-02-10,D,Malabar Hill,Chain Snatching,Low,IPC 465
2024-02-10,D,Malabar Hill,Cyber Fraud,Medium,IPC 371
2024-02-10,G/N,Dharavi,Cyber Fraud,Medium,IPC 466
2024-02-10,F/N,Matunga,Chain Snatching,Low,IPC 417
2024-02-10,M/E,Govandi,Extortion,Medium,IPC 446
2024-02-10,M/E,Govandi,Cyber Fraud,Low,IPC 436
2024-02-10,K/W,Andheri West,Chain Snatching,Low,IPC 368
2024-02-10,L,Kurla,Chain Snatching,Low,IPC 342
2024-02-10,H/E,Bandra East,Theft,High,IPC 368
2024-02-10,F/N,Matunga,Burglary,Medium,IPC 492
2024-02-10,K/W,Andheri West,Assault,Low,IPC 402
2024-02-10,G/N,Dharavi,Burglary,High,IPC 471
2024-02-11,E,Byculla,Assault,High,IPC 421
2024-02-11,A,Colaba/Fort,Cyber Fraud,Low,IPC 443
2024-02-11,L,Kurla,Burglary,Medium,IPC 397
2024-02-11,D,Malabar Hill,Theft,Medium,IPC 451
2024-02-11,K/W,Andheri West,Burglary,High,IPC 316
2024-02-11,G/N,Dharavi,Burglary,Low,IPC 461
2024-02-11,L,Kurla,Burglary,Low,IPC 413
2024-02-11,F/N,Matunga,Theft,Medium,IPC 466
2024-02-11,F/N,Matunga,Chain Snatching,Medium,IPC 360
2024-02-11,K/W,Andheri West,Extortion,Low,IPC 377
2024-02-11,L,Kurla,Theft,Low,IPC 440
2024-02-11,H/E,Bandra East,Extortion,Medium,IPC 457
2024-02-11,K/W,Andheri West,Extortion,Low,IPC 458
2024-02-11,M/E,Govandi,Chain Snatching,Medium,IPC 453
2024-02-11,R/C,Borivali,Theft,Low,IPC 428
2024-02-11,F/N,Matunga,Assault,High,IPC 446
2024-02-11,F/N,Matunga,Cyber Fraud,Medium,IPC 495
2024-02-11,A,Colaba/Fort,Assault,Low,IPC 333
2024-02-11,D,Malabar Hill,Theft,Medium,IPC 477
2024-02-11,L,Kurla,Theft,High,IPC 334
2024-02-11,L,Kurla,Burglary,Medium,IPC 381
2024-02-11,K/W,Andheri West,Chain Snatching,High,IPC 498
2024-02-11,R/C,Borivali,Theft,High,IPC 303
2024-02-12,G/N,Dharavi,Cyber Fraud,High,IPC 332
2024-02-12,R/C,Borivali,Extortion,High,IPC 341
2024-02-12,R/C,Borivali,Assault,Low,IPC 459
2024-02-12,E,Byculla,Chain Snatching,Medium,IPC 445
2024-02-12,L,Kurla,Theft,High,IPC 323
2024-02-12,G/N,Dharavi,Extortion,High,IPC 431
2024-02-12,A,Colaba/Fort,Extortion,Medium,IPC 446
2024-02-12,H/E,Bandra East,Chain Snatching,High,IPC 383
2024-02-12,A,Colaba/Fort,Theft,Medium,IPC 306
2024-02-12,A,Colaba/Fort,Burglary,High,IPC 370
2024-02-12,H/E,Bandra East,Cyber Fraud,Low,IPC 459
2024-02-12,M/E,Govandi,Theft,High,IPC 344
2024-02-12,G/N,Dharavi,Assault,High,IPC 346
2024-02-12,F/N,Matunga,Theft,Medium,IPC 481
2024-02-12,G/N,Dharavi,Assault,High,IPC 397
2024-02-12,A,Colaba/Fort,Chain Snatching,Low,IPC 371
2024-02-12,R/C,Borivali,Assault,Low,IPC 462
2024-02-13,A,Colaba/Fort,Extortion,High,IPC 319
2024-02-13,F/N,Matunga,Extortion,Medium,IPC 356
2024-02-13,D,Malabar Hill,Burglary,High,IPC 343
2024-02-13,A,Colaba/Fort,Cyber Fraud,Low,IPC 375
2024-02-13,F/N,Matunga,Chain Snatching,Low,IPC 484
2024-02-13,R/C,Borivali,Extortion,Medium,IPC 405
2024-02-13,R/C,Borivali,Assault,Low,IPC 494
2024-02-13,L,Kurla,Burglary,High,IPC 448
2024-02-13,L,Kurla,Burglary,High,IPC 442
2024-02-13,L,Kurla,Theft,Low,IPC 433
2024-02-13,N,Ghatkopar,Cyber Fraud,High,IPC 409
2024-02-13,H/E,Bandra East,Extortion,Low,IPC 355
2024-02-13,E,Byculla,Extortion,High,IPC 353
2024-02-13,E,Byculla,Theft,Medium,IPC 329
2024-02-13,R/C,Borivali,Chain Snatching,High,IPC 477
2024-02-13,H/E,Bandra East,Assault,Medium,IPC 309
2024-02-13,L,Kurla,Burglary,Low,IPC 364
2024-02-13,R/C,Borivali,Chain Snatching,Low,IPC 342
2024-02-14,D,Malabar Hill,Theft,Medium,IPC 369
2024-02-14,G/N,Dharavi,Cyber Fraud,Low,IPC 418
2024-02-14,F/N,Matunga,Theft,Medium,IPC 480
2024-02-14,E,Byculla,Burglary,Low,IPC 345
2024-02-14,K/W,Andheri West,Extortion,High,IPC 440
2024-02-14,H/E,Bandra East,Cyber Fraud,High,IPC 363
2024-02-14,L,Kurla,Cyber Fraud,Low,IPC 366
2024-02-14,F/N,Matunga,Chain Snatching,Medium,IPC 432
2024-02-14,A,Colaba/Fort,Assault,Medium,IPC 323
2024-02-14,G/N,Dharavi,Chain Snatching,Medium,IPC 474
2024-02-14,N,Ghatkopar,Chain Snatching,Medium,IPC 406
2024-02-15,K/W,Andheri West,Burglary,Medium,IPC 363
2024-02-15,H/E,Bandra East,Chain Snatching,Low,IPC 451
2024-02-15,H/E,Bandra East,Burglary,Low,IPC 388
2024-02-15,R/C,Borivali,Extortion,Low,IPC 420
2024-02-15,R/C,Borivali,Assault,Low,IPC 436
2024-02-15,F/N,Matunga,Assault,Low,IPC 319
2024-02-15,K/W,Andheri West,Assault,Low,IPC 311
2024-02-15,N,Ghatkopar,Burglary,Medium,IPC 403
2024-02-15,E,Byculla,Cyber Fraud,Low,IPC 455
2024-02-15,R/C,Borivali,Theft,Medium,IPC 489
2024-02-15,G/N,Dharavi,Extortion,Medium,IPC 489
2024-02-15,K/W,Andheri West,Extortion,Medium,IPC 335
2024-02-15,H/E,Bandra East,Assault,Medium,IPC 359
2024-02-15,E,Byculla,Theft,Medium,IPC 362
2024-02-15,F/N,Matunga,Chain Snatching,Medium,IPC 369
2024-02-15,L,Kurla,Cyber Fraud,Medium,IPC 327
2024-02-15,M/E,Govandi,Chain Snatching,Medium,IPC 430
2024-02-15,G/N,Dharavi,Burglary,Low,IPC 356
2024-02-16,R/C,Borivali,Extortion,Medium,IPC 408
2024-02-16,N,Ghatkopar,Assault,Low,IPC 380
2024-02-16,H/E,Bandra East,Chain Snatching,High,IPC 429
2024-02-16,R/C,Borivali,Burglary,Medium,IPC 467
2024-02-16,F/N,Matunga,Extortion,High,IPC 374
2024-02-16,E,Byculla,Theft,Low,IPC 322
2024-02-16,M/E,Govandi,Chain Snatching,Low,IPC 382
2024-02-16,H/E,Bandra East,Theft,Medium,IPC 352
2024-02-16,E,Byculla,Chain Snatching,High,IPC 304
2024-02-16,N,Ghatkopar,Burglary,Medium,IPC 470
2024-02-16,M/E,Govandi,Burglary,Medium,IPC 318
2024-02-16,G/N,Dharavi,Theft,Low,IPC 493
2024-02-16,G/N,Dharavi,Theft,Medium,IPC 431
2024-02-16,E,Byculla,Burglary,High,IPC 363
2024-02-16,G/N,Dharavi,Cyber Fraud,Medium,IPC 444
2024-02-17,D,Malabar Hill,Assault,Low,IPC 468
2024-02-17,G/N,Dharavi,Burglary,Medium,IPC 491
2024-02-17,A,Colaba/Fort,Theft,High,IPC 327
2024-02-17,E,Byculla,Chain Snatching,Low,IPC 484
2024-02-17,N,Ghatkopar,Chain Snatching,Medium,IPC 403
2024-02-17,F/N,Matunga,Theft,Low,IPC 364
2024-02-17,N,Ghatkopar,Theft,Medium,IPC 300
2024-02-17,R/C,Borivali,Burglary,Low,IPC 344
2024-02-17,G/N,Dharavi,Cyber Fraud,High,IPC 423
2024-02-17,R/C,Borivali,Cyber Fraud,High,IPC 486
2024-02-17,F/N,Matunga,Cyber Fraud,Medium,IPC 351
2024-02-17,D,Malabar Hill,Cyber Fraud,High,IPC 323
2024-02-17,D,Malabar Hill,Assault,High,IPC 366
2024-02-17,E,Byculla,Chain Snatching,Low,IPC 424
2024-02-17,G/N,Dharavi,Extortion,Medium,IPC 484
2024-02-17,L,Kurla,Chain Snatching,Medium,IPC 413
2024-02-17,N,Ghatkopar,Assault,Low,IPC 336
2024-02-17,K/W,Andheri West,Theft,Low,IPC 447
2024-02-17,N,Ghatkopar,Assault,Medium,IPC 392
2024-02-17,M/E,Govandi,Assault,Low,IPC 433
2024-02-18,K/W,Andheri West,Assault,High,IPC 446
2024-02-18,H/E,Bandra East,Cyber Fraud,Medium,IPC 454
2024-02-18,N,Ghatkopar,Theft,Low,IPC 416
2024-02-18,R/C,Borivali,Extortion,Low,IPC 493
2024-02-18,E,Byculla,Extortion,High,IPC 417
2024-02-18,F/N,Matunga,Assault,Low,IPC 315
2024-02-18,D,Malabar Hill,Cyber Fraud,High,IPC 455
2024-02-18,A,Colaba/Fort,Chain Snatching,Low,IPC 323
2024-02-18,E,Byculla,Burglary,Low,IPC 451
2024-02-18,L,Kurla,Extortion,Low,IPC 313
2024-02-18,K/W,Andheri West,Assault,Medium,IPC 477
2024-02-18,F/N,Matunga,Burglary,Low,IPC 320
2024-02-18,H/E,Bandra East,Theft,Medium,IPC 314
2024-02-19,R/C,Borivali,Theft,High,IPC 333
2024-02-19,A,Colaba/Fort,Cyber Fraud,Low,IPC 377
2024-02-19,L,Kurla,Cyber Fraud,Low,IPC 492
2024-02-19,H/E,Bandra East,Chain Snatching,High,IPC 461
2024-02-19,F/N,Matunga,Assault,Low,IPC 312
2024-02-19,E,Byculla,Chain Snatching,High,IPC 414
2024-02-19,A,Colaba/Fort,Burglary,Low,IPC 401
2024-02-19,R/C,Borivali,Assault,Medium,IPC 326
2024-02-19,D,Malabar Hill,Theft,Low,IPC 306
2024-02-19,N,Ghatkopar,Assault,Low,IPC 465
2024-02-19,M/E,Govandi,Theft,High,IPC 468
2024-02-19,A,Colaba/Fort,Chain Snatching,Medium,IPC 351
2024-02-19,E,Byculla,Assault,Medium,IPC 377
2024-02-19,F/N,Matunga,Cyber Fraud,High,IPC 462
2024-02-19,G/N,Dharavi,Theft,Medium,IPC 308
2024-02-19,L,Kurla,Theft,Low,IPC 441
2024-02-19,K/W,Andheri West,Assault,Low,IPC 414
2024-02-20,D,Malabar Hill,Theft,Low,IPC 390
2024-02-20,F/N,Matunga,Extortion,High,IPC 380
2024-02-20,F/N,Matunga,Extortion,Medium,IPC 358
2024-02-20,M/E,Govandi,Assault,Low,IPC 352
2024-02-20,D,Malabar Hill,Cyber Fraud,Low,IPC 318
2024-02-20,A,Colaba/Fort,Extortion,Low,IPC 356
2024-02-21,H/E,Bandra East,Theft,Medium,IPC 353
2024-02-21,H/E,Bandra East,Burglary,Low,IPC 412
2024-02-21,N,Ghatkopar,Theft,Medium,IPC 433
2024-02-21,H/E,Bandra East,Assault,High,IPC 327
2024-02-21,A,Colaba/Fort,Extortion,High,IPC 313
2024-02-21,A,Colaba/Fort,Burglary,High,IPC 450
2024-02-21,D,Malabar Hill,Theft,High,IPC 338
2024-02-21,D,Malabar Hill,Assault,High,IPC 446
2024-02-21,H/E,Bandra East,Cyber Fraud,Low,IPC 490
2024-02-21,E,Byculla,Theft,Medium,IPC 300
2024-02-21,H/E,Bandra East,Cyber Fraud,High,IPC 458
2024-02-21,H/E,Bandra East,Cyber Fraud,Medium,IPC 417
2024-02-21,D,Malabar Hill,Theft,Medium,IPC 310
2024-02-21,R/C,Borivali,Assault,Medium,IPC 400
2024-02-21,H/E,Bandra East,Chain Snatching,Low,IPC 311
2024-02-21,N,Ghatkopar,Extortion,Medium,IPC 419
2024-02-22,K/W,Andheri West,Theft,Medium,IPC 423
2024-02-22,N,Ghatkopar,Extortion,High,IPC 345
2024-02-22,F/N,Matunga,Extortion,High,IPC 451
2024-02-22,G/N,Dharavi,Chain Snatching,High,IPC 442
2024-02-22,M/E,Govandi,Theft,High,IPC 375
2024-02-22,A,Colaba/Fort,Chain Snatching,Medium,IPC 420
2024-02-22,K/W,Andheri West,Chain Snatching,Medium,IPC 453
2024-02-22,N,Ghatkopar,Assault,Medium,IPC 400
2024-02-23,D,Malabar Hill,Chain Snatching,Medium,IPC 390
2024-02-23,E,Byculla,Extortion,Low,IPC 314
2024-02-23,R/C,Borivali,Extortion,High,IPC 348
2024-02-23,M/E,Govandi,Chain Snatching,Medium,IPC 474
2024-02-23,D,Malabar Hill,Cyber Fraud,Medium,IPC 500
2024-02-24,R/C,Borivali,Burglary,Medium,IPC 388
2024-02-24,E,Byculla,Chain Snatching,Medium,IPC 429
2024-02-24,L,Kurla,Burglary,Medium,IPC 459
2024-02-24,A,Colaba/Fort,Extortion,Medium,IPC 418
2024-02-24,F/N,Matunga,Chain Snatching,Low,IPC 404
2024-02-24,R/C,Borivali,Burglary,Low,IPC 464
2024-02-24,L,Kurla,Theft,Medium,IPC 495
2024-02-24,F/N,Matunga,Assault,Medium,IPC 311
2024-02-24,M/E,Govandi,Cyber Fraud,High,IPC 493
2024-02-24,G/N,Dharavi,Cyber Fraud,Low,IPC 405
2024-02-24,E,Byculla,Burglary,Medium,IPC 324
2024-02-24,G/N,Dharavi,Extortion,High,IPC 478
2024-02-24,R/C,Borivali,Cyber Fraud,High,IPC 425
2024-02-24,L,Kurla,Burglary,High,IPC 348
2024-02-24,E,Byculla,Theft,Medium,IPC 405
2024-02-24,A,Colaba/Fort,Theft,Medium,IPC 344
2024-02-24,E,Byculla,Cyber Fraud,High,IPC 409
2024-02-24,F/N,Matunga,Assault,Medium,IPC 346
2024-02-25,H/E,Bandra East,Chain Snatching,Low,IPC 459
2024-02-25,D,Malabar Hill,Theft,Medium,IPC 470
2024-02-25,G/N,Dharavi,Chain Snatching,Low,IPC 360
2024-02-25,N,Ghatkopar,Extortion,High,IPC 431
2024-02-25,E,Byculla,Burglary,Low,IPC 347
2024-02-25,M/E,Govandi,Cyber Fraud,High,IPC 490
