"Report Number","Date Reported","Date of Occurrence","Time of Occurrence","City","Crime Code","Crime Description","Victim Age","Victim Gender","Weapon Used","Crime Domain","Police Deployed","Case Closed","Date Case Closed"
"12921","16-08-2023 00:00","08-14-2023 14:00","15-08-2023 10:18","Mumbai","580","ROBBERY","32","F","Other","Violent Crime","10","No",""
"12924","16-08-2023 01:00","08-13-2023 22:00","14-08-2023 01:10","Mumbai","201","ASSAULT","20","F","Other","Violent Crime","6","No",""
"12938","16-08-2023 23:00","08-14-2023 08:00","14-08-2023 21:05","Mumbai","131","SHOPLIFTING","22","M","Poison","Other Crime","14","Yes","31-10-2023 23:00"
"12939","17-08-2023 02:00","08-15-2023 20:00","15-08-2023 20:51","Mumbai","534","KIDNAPPING","14","F","Firearm","Other Crime","6","Yes","23-09-2023 02:00"
"12940","17-08-2023 05:00","08-16-2023 20:00","17-08-2023 11:06","Mumbai","347","EXTORTION","52","F","Other","Other Crime","1","No",""
"12957","18-08-2023 19:00","08-18-2023 18:00","19-08-2023 13:36","Mumbai","479","KIDNAPPING","15","M","None","Other Crime","19","No",""
"12982","20-08-2023 11:00","08-17-2023 23:00","18-08-2023 19:26","Mumbai","546","CYBERCRIME","19","F","Knife","Other Crime","6","Yes","22-09-2023 11:00"
"12993","21-08-2023 08:00","08-21-2023 03:00","21-08-2023 03:26","Mumbai","454","BURGLARY","24","F","Firearm","Other Crime","9","Yes","25-12-2023 08:00"
"12998","21-08-2023 17:00","08-20-2023 17:00","21-08-2023 10:09","Mumbai","238","TRAFFIC VIOLATION","30","F","Other","Traffic Fatality","15","No",""
"13000","21-08-2023 19:00","08-21-2023 05:00","21-08-2023 22:10","Mumbai","460","DOMESTIC VIOLENCE","18","M","Other","Violent Crime","10","Yes","28-08-2023 19:00"
"13005","22-08-2023 01:00","08-19-2023 18:00","20-08-2023 15:26","Mumbai","459","FIREARM OFFENSE","67","F","None","Fire Accident","2","Yes","24-10-2023 01:00"
"13006","22-08-2023 01:00","08-20-2023 12:00","21-08-2023 00:24","Mumbai","150","SEXUAL ASSAULT","13","M","Firearm","Violent Crime","3","Yes","02-07-2024 01:00"
"13034","24-08-2023 09:00","08-21-2023 14:00","22-08-2023 09:01","Mumbai","488","CYBERCRIME","56","F","Blunt Object","Other Crime","2","No",""
"13066","26-08-2023 02:00","08-23-2023 20:00","24-08-2023 05:25","Mumbai","321","EXTORTION","57","F","Firearm","Other Crime","2","No",""
"13078","27-08-2023 03:00","08-24-2023 23:00","25-08-2023 06:52","Mumbai","295","EXTORTION","45","M","Poison","Other Crime","2","Yes","05-10-2023 03:00"
"13079","27-08-2023 10:00","08-25-2023 20:00","26-08-2023 12:49","Mumbai","432","ARSON","40","F","Knife","Fire Accident","19","No",""
"13085","27-08-2023 19:00","08-27-2023 03:00","27-08-2023 14:50","Mumbai","462","HOMICIDE","21","M","Knife","Other Crime","4","Yes","16-01-2025 19:00"
"13086","27-08-2023 19:00","08-24-2023 22:00","25-08-2023 19:21","Mumbai","323","ASSAULT","65","F","None","Violent Crime","1","No",""
"13106","29-08-2023 03:00","08-26-2023 11:00","26-08-2023 21:16","Mumbai","328","ASSAULT","17","F","Poison","Violent Crime","16","No",""
"13111","29-08-2023 08:00","08-28-2023 00:00","28-08-2023 02:28","Mumbai","413","VEHICLE - STOLEN","66","M","Poison","Violent Crime","10","Yes","22-10-2023 08:00"
"13113","29-08-2023 20:00","08-28-2023 05:00","28-08-2023 06:43","Mumbai","387","BURGLARY","62","F","None","Other Crime","13","Yes","14-02-2024 20:00"
"13123","30-08-2023 09:00","08-27-2023 17:00","27-08-2023 22:02","Mumbai","200","FRAUD","18","F","Blunt Object","Other Crime","3","Yes","01-10-2023 09:00"
"13124","30-08-2023 11:00","08-29-2023 03:00","29-08-2023 11:57","Mumbai","197","SEXUAL ASSAULT","71","F","Poison","Violent Crime","13","No",""
"13127","30-08-2023 17:00","08-28-2023 19:00","29-08-2023 17:03","Mumbai","192","IDENTITY THEFT","47","F","Knife","Violent Crime","2","Yes","01-10-2023 17:00"
"13131","30-08-2023 21:00","08-29-2023 22:00","29-08-2023 23:08","Mumbai","165","DOMESTIC VIOLENCE","28","F","Poison","Violent Crime","14","No",""
"13134","30-08-2023 23:00","08-28-2023 15:00","29-08-2023 04:12","Mumbai","423","DOMESTIC VIOLENCE","27","M","Blunt Object","Violent Crime","3","Yes","11-10-2023 23:00"
"13140","31-08-2023 13:00","08-29-2023 23:00","30-08-2023 15:55","Mumbai","472","ROBBERY","69","M","Poison","Violent Crime","18","No",""
"13142","31-08-2023 17:00","08-30-2023 02:00","30-08-2023 20:40","Mumbai","460","HOMICIDE","25","F","Knife","Other Crime","12","Yes","08-11-2024 17:00"
"13145","31-08-2023 20:00","08-31-2023 11:00","01-09-2023 07:01","Mumbai","286","VANDALISM","32","F","Explosives","Other Crime","5","No",""
"13147","31-08-2023 22:00","08-31-2023 19:00","31-08-2023 21:35","Mumbai","515","TRAFFIC VIOLATION","75","F","Blunt Object","Traffic Fatality","18","No",""
"13171","02-09-2023 14:00","08-31-2023 06:00","31-08-2023 23:47","Mumbai","452","ILLEGAL POSSESSION","52","F","Firearm","Other Crime","10","Yes","20-11-2023 14:00"
"13177","02-09-2023 20:00","09-02-2023 06:00","02-09-2023 22:52","Mumbai","565","PUBLIC INTOXICATION","12","F","Other","Other Crime","7","Yes","07-09-2023 20:00"
"13189","04-09-2023 00:00","09-03-2023 06:00","03-09-2023 10:43","Mumbai","594","ROBBERY","61","F","None","Violent Crime","18","No",""
"13193","04-09-2023 05:00","09-03-2023 14:00","04-09-2023 01:09","Mumbai","388","SHOPLIFTING","43","F","None","Other Crime","1","No",""
"13196","04-09-2023 15:00","09-02-2023 20:00","03-09-2023 13:54","Mumbai","205","DOMESTIC VIOLENCE","76","F","Explosives","Violent Crime","5","Yes","20-09-2023 15:00"
"13214","06-09-2023 02:00","09-03-2023 23:00","04-09-2023 03:19","Mumbai","178","SEXUAL ASSAULT","33","F","Poison","Violent Crime","9","Yes","12-01-2025 02:00"
"13220","06-09-2023 14:00","09-04-2023 04:00","04-09-2023 20:26","Mumbai","577","PUBLIC INTOXICATION","30","F","Other","Other Crime","14","Yes","23-09-2023 14:00"
"13240","07-09-2023 17:00","09-07-2023 02:00","07-09-2023 23:28","Mumbai","310","EXTORTION","41","M","Firearm","Other Crime","4","No",""
"13251","08-09-2023 08:00","09-05-2023 09:00","06-09-2023 00:21","Mumbai","414","FIREARM OFFENSE","78","F","None","Fire Accident","7","Yes","24-09-2023 08:00"
"13253","08-09-2023 09:00","09-08-2023 03:00","08-09-2023 19:40","Mumbai","261","IDENTITY THEFT","21","M","Other","Violent Crime","14","Yes","03-10-2023 09:00"
"13266","09-09-2023 10:00","09-08-2023 07:00","08-09-2023 20:08","Mumbai","500","HOMICIDE","28","F","None","Other Crime","10","No",""
"13267","09-09-2023 10:00","09-07-2023 09:00","07-09-2023 20:58","Mumbai","250","PUBLIC INTOXICATION","23","F","Explosives","Other Crime","12","Yes","18-09-2023 10:00"
"13293","11-09-2023 06:00","09-11-2023 02:00","11-09-2023 19:54","Mumbai","358","ROBBERY","30","M","None","Violent Crime","11","Yes","22-10-2023 06:00"
"13294","11-09-2023 09:00","09-09-2023 06:00","10-09-2023 03:28","Mumbai","506","EXTORTION","22","F","Firearm","Other Crime","13","No",""
"13298","11-09-2023 16:00","09-10-2023 09:00","10-09-2023 23:45","Mumbai","353","DRUG OFFENSE","47","M","Blunt Object","Other Crime","15","Yes","29-09-2023 16:00"
"13302","11-09-2023 18:00","09-11-2023 04:00","11-09-2023 14:19","Mumbai","235","IDENTITY THEFT","26","F","Explosives","Violent Crime","16","No",""
"13304","11-09-2023 21:00","09-09-2023 11:00","09-09-2023 18:21","Mumbai","138","CYBERCRIME","29","F","Poison","Other Crime","9","No",""
"13309","12-09-2023 10:00","09-10-2023 16:00","11-09-2023 08:42","Mumbai","248","EXTORTION","24","F","Firearm","Other Crime","8","Yes","02-11-2023 10:00"
"13311","12-09-2023 14:00","09-09-2023 19:00","10-09-2023 05:39","Mumbai","393","DOMESTIC VIOLENCE","45","F","Firearm","Violent Crime","13","No",""
"13315","12-09-2023 19:00","09-10-2023 15:00","10-09-2023 17:49","Mumbai","270","IDENTITY THEFT","73","F","Knife","Violent Crime","3","No",""
"13323","13-09-2023 10:00","09-12-2023 12:00","12-09-2023 14:56","Mumbai","546","ROBBERY","34","M","Knife","Violent Crime","3","No",""
"13328","13-09-2023 23:00","09-11-2023 09:00","11-09-2023 10:14","Mumbai","430","SEXUAL ASSAULT","30","F","Other","Violent Crime","9","No",""
"13349","15-09-2023 05:00","09-13-2023 07:00","13-09-2023 14:12","Mumbai","301","ROBBERY","64","F","Blunt Object","Violent Crime","14","No",""
"13359","16-09-2023 06:00","09-13-2023 14:00","13-09-2023 15:47","Mumbai","312","IDENTITY THEFT","72","M","Explosives","Violent Crime","9","Yes","04-10-2023 06:00"
"13361","16-09-2023 13:00","09-15-2023 08:00","16-09-2023 03:11","Mumbai","597","CYBERCRIME","37","M","Blunt Object","Other Crime","18","Yes","05-11-2023 13:00"
"13369","16-09-2023 17:00","09-14-2023 06:00","15-09-2023 00:11","Mumbai","123","IDENTITY THEFT","44","F","Knife","Violent Crime","17","No",""
"13375","17-09-2023 00:00","09-15-2023 10:00","15-09-2023 11:49","Mumbai","430","PUBLIC INTOXICATION","19","F","Firearm","Other Crime","13","No",""
"13392","17-09-2023 19:00","09-15-2023 21:00","16-09-2023 06:30","Mumbai","580","FRAUD","50","F","Poison","Other Crime","7","Yes","30-11-2023 19:00"
"13435","21-09-2023 15:00","09-19-2023 19:00","20-09-2023 02:20","Mumbai","259","CYBERCRIME","68","F","Explosives","Other Crime","6","No",""
"13453","22-09-2023 21:00","09-21-2023 12:00","21-09-2023 23:29","Mumbai","506","ILLEGAL POSSESSION","33","F","Other","Other Crime","14","No",""
"13463","23-09-2023 10:00","09-22-2023 03:00","23-09-2023 02:23","Mumbai","387","SHOPLIFTING","70","F","Explosives","Other Crime","1","No",""
"13465","23-09-2023 16:00","09-21-2023 17:00","22-09-2023 13:31","Mumbai","306","EXTORTION","12","F","Knife","Other Crime","13","No",""
"13469","23-09-2023 22:00","09-23-2023 20:00","23-09-2023 21:19","Mumbai","304","ROBBERY","11","M","Other","Violent Crime","5","No",""
"13483","25-09-2023 03:00","09-23-2023 13:00","24-09-2023 04:09","Mumbai","461","IDENTITY THEFT","49","M","Explosives","Violent Crime","6","Yes","10-11-2023 03:00"
"13494","26-09-2023 18:00","09-24-2023 06:00","25-09-2023 04:19","Mumbai","184","BURGLARY","19","M","Explosives","Other Crime","14","No",""
"13504","27-09-2023 06:00","09-25-2023 15:00","26-09-2023 08:19","Mumbai","358","BURGLARY","56","F","Knife","Other Crime","14","Yes","11-11-2023 06:00"
"13532","29-09-2023 16:00","09-28-2023 12:00","29-09-2023 00:01","Mumbai","373","COUNTERFEITING","33","F","Knife","Other Crime","8","Yes","03-11-2023 16:00"
"13546","30-09-2023 07:00","09-29-2023 22:00","30-09-2023 05:10","Mumbai","109","IDENTITY THEFT","25","M","Knife","Violent Crime","15","No",""
"13550","30-09-2023 13:00","09-28-2023 23:00","28-09-2023 23:00","Mumbai","392","ASSAULT","64","F","Explosives","Violent Crime","13","No",""
"13556","01-10-2023 07:00","09-28-2023 15:00","29-09-2023 06:18","Mumbai","187","CYBERCRIME","47","F","Firearm","Other Crime","6","No",""
"13560","01-10-2023 16:00","10-01-2023 05:00","01-10-2023 06:00","Mumbai","233","EXTORTION","73","M","Other","Other Crime","5","Yes","28-11-2023 16:00"
"13578","02-10-2023 18:00","09-30-2023 14:00","30-09-2023 17:33","Mumbai","430","SEXUAL ASSAULT","44","F","Explosives","Violent Crime","19","Yes","01-11-2024 18:00"
"13586","03-10-2023 12:00","10-02-2023 11:00","02-10-2023 19:52","Mumbai","343","KIDNAPPING","78","F","Firearm","Other Crime","4","Yes","17-11-2023 12:00"
"13599","04-10-2023 10:00","10-03-2023 12:00","04-10-2023 09:12","Mumbai","229","HOMICIDE","76","F","Knife","Other Crime","3","No",""
"13612","05-10-2023 08:00","10-02-2023 12:00","03-10-2023 02:45","Mumbai","377","PUBLIC INTOXICATION","20","F","Knife","Other Crime","2","Yes","20-10-2023 08:00"
"13619","05-10-2023 15:00","10-05-2023 11:00","05-10-2023 12:21","Mumbai","175","VANDALISM","45","M","Explosives","Other Crime","6","Yes","28-10-2023 15:00"
"13621","05-10-2023 21:00","10-04-2023 16:00","04-10-2023 21:42","Mumbai","315","ASSAULT","39","F","Firearm","Violent Crime","13","Yes","06-11-2023 21:00"
"13629","06-10-2023 06:00","10-04-2023 09:00","04-10-2023 19:32","Mumbai","338","TRAFFIC VIOLATION","70","F","Other","Traffic Fatality","15","No",""
"13636","06-10-2023 15:00","10-03-2023 21:00","03-10-2023 23:41","Mumbai","592","ARSON","16","F","None","Fire Accident","10","No",""
"13644","07-10-2023 00:00","10-04-2023 06:00","04-10-2023 09:34","Mumbai","297","BURGLARY","56","M","Blunt Object","Other Crime","17","No",""
"13647","07-10-2023 02:00","10-06-2023 06:00","06-10-2023 18:34","Mumbai","183","VANDALISM","43","F","Poison","Other Crime","11","No",""
"13651","07-10-2023 06:00","10-04-2023 07:00","04-10-2023 20:55","Mumbai","543","VANDALISM","23","F","None","Other Crime","10","No",""
"13656","07-10-2023 19:00","10-07-2023 18:00","08-10-2023 08:07","Mumbai","303","FRAUD","73","M","Poison","Other Crime","19","Yes","25-10-2023 19:00"
"13667","08-10-2023 14:00","10-05-2023 16:00","05-10-2023 21:57","Mumbai","312","PUBLIC INTOXICATION","18","F","Blunt Object","Other Crime","7","Yes","14-10-2023 14:00"
"13704","11-10-2023 12:00","10-09-2023 15:00","09-10-2023 17:25","Mumbai","269","ROBBERY","51","F","Firearm","Violent Crime","15","Yes","05-01-2024 12:00"
"13730","13-10-2023 15:00","10-12-2023 00:00","12-10-2023 06:33","Mumbai","388","SEXUAL ASSAULT","61","F","None","Violent Crime","2","No",""
"13759","15-10-2023 04:00","10-12-2023 11:00","12-10-2023 11:16","Mumbai","418","PUBLIC INTOXICATION","75","F","None","Other Crime","2","No",""
"13776","16-10-2023 15:00","10-14-2023 11:00","15-10-2023 04:06","Mumbai","549","ILLEGAL POSSESSION","40","M","Poison","Other Crime","3","Yes","07-12-2023 15:00"
"13784","17-10-2023 04:00","10-16-2023 09:00","16-10-2023 12:29","Mumbai","402","ROBBERY","53","F","None","Violent Crime","2","No",""
"13785","17-10-2023 05:00","10-16-2023 02:00","16-10-2023 03:06","Mumbai","474","HOMICIDE","54","M","Poison","Other Crime","11","Yes","03-07-2025 05:00"
"13792","17-10-2023 15:00","10-16-2023 06:00","16-10-2023 06:13","Mumbai","548","VANDALISM","44","F","None","Other Crime","13","Yes","07-12-2023 15:00"
"13803","18-10-2023 03:00","10-15-2023 12:00","16-10-2023 07:08","Mumbai","187","VEHICLE - STOLEN","36","F","Knife","Violent Crime","5","Yes","10-12-2023 03:00"
"13812","18-10-2023 21:00","10-16-2023 05:00","16-10-2023 16:54","Mumbai","363","DRUG OFFENSE","72","F","Poison","Other Crime","14","Yes","15-12-2023 21:00"
"13818","19-10-2023 11:00","10-17-2023 02:00","17-10-2023 08:38","Mumbai","520","KIDNAPPING","16","F","Knife","Other Crime","14","Yes","03-11-2023 11:00"
"13828","20-10-2023 02:00","10-19-2023 02:00","19-10-2023 02:57","Mumbai","360","IDENTITY THEFT","29","F","Blunt Object","Violent Crime","8","Yes","15-12-2023 02:00"
"13832","20-10-2023 06:00","10-17-2023 20:00","18-10-2023 03:40","Mumbai","237","KIDNAPPING","70","M","Firearm","Other Crime","18","No",""
"13837","20-10-2023 10:00","10-19-2023 20:00","20-10-2023 08:16","Mumbai","573","ASSAULT","37","F","Explosives","Violent Crime","18","No",""
"13844","21-10-2023 03:00","10-21-2023 02:00","21-10-2023 07:44","Mumbai","124","FIREARM OFFENSE","47","M","Explosives","Fire Accident","7","No",""
"13848","21-10-2023 17:00","10-21-2023 05:00","22-10-2023 03:35","Mumbai","542","KIDNAPPING","18","F","Blunt Object","Other Crime","16","Yes","17-11-2023 17:00"
"13853","22-10-2023 01:00","10-20-2023 23:00","21-10-2023 13:21","Mumbai","166","TRAFFIC VIOLATION","22","F","Explosives","Traffic Fatality","10","Yes","07-11-2023 01:00"
"13855","22-10-2023 02:00","10-19-2023 19:00","20-10-2023 11:20","Mumbai","171","ILLEGAL POSSESSION","77","M","Other","Other Crime","14","No",""
"13860","22-10-2023 09:00","10-21-2023 03:00","22-10-2023 01:17","Mumbai","283","SEXUAL ASSAULT","79","M","Other","Violent Crime","3","Yes","10-07-2024 09:00"
"13891","24-10-2023 07:00","10-23-2023 03:00","23-10-2023 17:11","Mumbai","297","SHOPLIFTING","27","F","Firearm","Other Crime","7","No",""
"13895","24-10-2023 11:00","10-22-2023 16:00","23-10-2023 06:04","Mumbai","124","ASSAULT","47","F","Firearm","Violent Crime","13","No",""
"13903","24-10-2023 22:00","10-23-2023 14:00","23-10-2023 23:59","Mumbai","223","FIREARM OFFENSE","59","F","Explosives","Fire Accident","7","No",""
"13906","25-10-2023 05:00","10-22-2023 20:00","23-10-2023 06:32","Mumbai","568","ASSAULT","43","M","Other","Violent Crime","15","No",""
"13914","26-10-2023 02:00","10-24-2023 13:00","24-10-2023 18:42","Mumbai","481","HOMICIDE","11","M","Firearm","Other Crime","13","Yes","11-12-2024 02:00"
"13918","26-10-2023 13:00","10-25-2023 12:00","26-10-2023 05:28","Mumbai","245","FIREARM OFFENSE","40","F","Explosives","Fire Accident","1","No",""
"13926","26-10-2023 20:00","10-24-2023 17:00","25-10-2023 05:51","Mumbai","136","BURGLARY","35","F","Blunt Object","Other Crime","2","Yes","06-12-2023 20:00"
"13934","27-10-2023 06:00","10-26-2023 15:00","26-10-2023 21:08","Mumbai","525","PUBLIC INTOXICATION","18","F","Firearm","Other Crime","15","No",""
"13936","27-10-2023 09:00","10-26-2023 09:00","26-10-2023 19:30","Mumbai","275","FRAUD","51","M","Firearm","Other Crime","14","No",""
"13946","28-10-2023 03:00","10-27-2023 19:00","28-10-2023 11:51","Mumbai","103","FRAUD","71","F","Other","Other Crime","9","No",""
"13950","28-10-2023 05:00","10-26-2023 02:00","26-10-2023 18:01","Mumbai","117","VEHICLE - STOLEN","38","F","Poison","Violent Crime","18","Yes","14-01-2024 05:00"
"13951","28-10-2023 09:00","10-26-2023 14:00","26-10-2023 16:27","Mumbai","132","ROBBERY","78","F","Blunt Object","Violent Crime","1","Yes","02-02-2024 09:00"
"13953","28-10-2023 11:00","10-25-2023 22:00","26-10-2023 08:29","Mumbai","469","TRAFFIC VIOLATION","12","M","Explosives","Traffic Fatality","10","Yes","24-11-2023 11:00"
"13967","29-10-2023 13:00","10-29-2023 02:00","29-10-2023 09:49","Mumbai","164","VEHICLE - STOLEN","45","F","Poison","Violent Crime","5","No",""
"13974","29-10-2023 22:00","10-28-2023 09:00","29-10-2023 04:17","Mumbai","570","TRAFFIC VIOLATION","64","M","Explosives","Traffic Fatality","19","Yes","01-11-2023 22:00"
"13992","31-10-2023 07:00","10-29-2023 23:00","30-10-2023 04:39","Mumbai","199","ROBBERY","78","F","None","Violent Crime","16","Yes","19-02-2024 07:00"
"14014","01-11-2023 20:00","10-31-2023 04:00","31-10-2023 22:37","Mumbai","468","COUNTERFEITING","54","F","Other","Other Crime","9","Yes","08-12-2023 20:00"
"14017","01-11-2023 23:00","10-31-2023 11:00","31-10-2023 16:59","Mumbai","518","COUNTERFEITING","45","F","Explosives","Other Crime","12","Yes","29-01-2024 23:00"
"14026","02-11-2023 19:00","10-31-2023 15:00","31-10-2023 19:30","Mumbai","128","IDENTITY THEFT","71","F","Poison","Violent Crime","8","No",""
"14036","03-11-2023 18:00","11-03-2023 00:00","03-11-2023 08:40","Mumbai","185","KIDNAPPING","77","F","None","Other Crime","14","Yes","14-12-2023 18:00"
"14039","03-11-2023 19:00","11-01-2023 18:00","02-11-2023 10:35","Mumbai","254","DOMESTIC VIOLENCE","22","F","Other","Violent Crime","9","No",""
"14043","04-11-2023 00:00","11-03-2023 03:00","03-11-2023 11:18","Mumbai","551","BURGLARY","56","F","Poison","Other Crime","3","Yes","02-03-2024 00:00"
"14055","04-11-2023 19:00","11-04-2023 10:00","05-11-2023 08:05","Mumbai","136","CYBERCRIME","13","M","Explosives","Other Crime","19","Yes","25-01-2024 19:00"
"14064","05-11-2023 04:00","11-02-2023 20:00","03-11-2023 18:59","Mumbai","222","VANDALISM","28","M","Knife","Other Crime","9","No",""
"14066","05-11-2023 11:00","11-02-2023 23:00","03-11-2023 08:50","Mumbai","390","CYBERCRIME","24","F","Other","Other Crime","3","Yes","14-01-2024 11:00"
"14069","05-11-2023 14:00","11-03-2023 13:00","03-11-2023 19:07","Mumbai","597","DOMESTIC VIOLENCE","11","M","Explosives","Violent Crime","7","Yes","05-12-2023 14:00"
"14077","06-11-2023 14:00","11-04-2023 20:00","04-11-2023 20:11","Mumbai","503","ILLEGAL POSSESSION","57","M","Knife","Other Crime","15","No",""
"14095","07-11-2023 15:00","11-07-2023 04:00","07-11-2023 14:43","Mumbai","123","DRUG OFFENSE","10","M","Other","Other Crime","11","Yes","04-01-2024 15:00"
"14106","08-11-2023 17:00","11-06-2023 07:00","06-11-2023 17:12","Mumbai","427","VEHICLE - STOLEN","45","F","Other","Violent Crime","5","Yes","03-02-2024 17:00"
"14123","09-11-2023 14:00","11-08-2023 07:00","09-11-2023 02:16","Mumbai","317","DRUG OFFENSE","15","F","Explosives","Other Crime","8","No",""
"14141","11-11-2023 05:00","11-10-2023 00:00","10-11-2023 23:35","Mumbai","461","ROBBERY","13","F","Other","Violent Crime","5","Yes","05-04-2024 05:00"
"14154","11-11-2023 22:00","11-11-2023 10:00","11-11-2023 17:15","Mumbai","257","VEHICLE - STOLEN","47","F","Blunt Object","Violent Crime","2","No",""
"14159","12-11-2023 08:00","11-09-2023 17:00","09-11-2023 21:32","Mumbai","101","CYBERCRIME","51","M","Blunt Object","Other Crime","18","No",""
"14163","12-11-2023 11:00","11-11-2023 05:00","12-11-2023 02:27","Mumbai","463","FIREARM OFFENSE","22","M","Poison","Fire Accident","15","Yes","29-12-2023 11:00"
"14172","12-11-2023 22:00","11-12-2023 11:00","13-11-2023 04:55","Mumbai","307","DOMESTIC VIOLENCE","11","F","Blunt Object","Violent Crime","13","No",""
"14184","14-11-2023 01:00","11-12-2023 01:00","12-11-2023 03:43","Mumbai","400","PUBLIC INTOXICATION","62","M","Poison","Other Crime","9","No",""
"14185","14-11-2023 01:00","11-13-2023 08:00","13-11-2023 18:07","Mumbai","316","EXTORTION","26","F","Knife","Other Crime","12","No",""
"14186","14-11-2023 07:00","11-11-2023 18:00","12-11-2023 05:04","Mumbai","592","ASSAULT","37","F","Firearm","Violent Crime","15","No",""
"14196","14-11-2023 20:00","11-13-2023 22:00","13-11-2023 22:21","Mumbai","346","ROBBERY","73","F","Explosives","Violent Crime","17","Yes","24-01-2024 20:00"
"14198","14-11-2023 20:00","11-12-2023 00:00","12-11-2023 07:33","Mumbai","519","DRUG OFFENSE","72","F","Poison","Other Crime","10","Yes","05-02-2024 20:00"
"14201","15-11-2023 05:00","11-13-2023 20:00","14-11-2023 00:21","Mumbai","124","PUBLIC INTOXICATION","21","F","Firearm","Other Crime","8","No",""
"14213","15-11-2023 21:00","11-13-2023 03:00","13-11-2023 18:44","Mumbai","433","VANDALISM","63","M","Firearm","Other Crime","17","No",""
"14223","16-11-2023 14:00","11-15-2023 01:00","15-11-2023 15:59","Mumbai","195","DRUG OFFENSE","29","F","Poison","Other Crime","10","No",""
"14224","16-11-2023 14:00","11-15-2023 22:00","16-11-2023 06:46","Mumbai","211","VEHICLE - STOLEN","70","F","Poison","Violent Crime","12","No",""
"14252","19-11-2023 01:00","11-16-2023 20:00","17-11-2023 16:11","Mumbai","291","HOMICIDE","68","F","None","Other Crime","6","Yes","08-07-2025 01:00"
"14258","19-11-2023 06:00","11-18-2023 03:00","18-11-2023 08:25","Mumbai","363","SHOPLIFTING","57","F","Other","Other Crime","4","No",""
"14260","19-11-2023 11:00","11-17-2023 04:00","17-11-2023 21:55","Mumbai","449","FRAUD","26","F","Poison","Other Crime","16","No",""
"14273","20-11-2023 07:00","11-18-2023 19:00","19-11-2023 13:38","Mumbai","318","BURGLARY","10","F","Other","Other Crime","1","No",""
"14298","22-11-2023 01:00","11-19-2023 08:00","19-11-2023 18:22","Mumbai","115","FIREARM OFFENSE","52","F","Explosives","Fire Accident","2","No",""
"14302","22-11-2023 07:00","11-22-2023 00:00","22-11-2023 09:41","Mumbai","298","CYBERCRIME","69","F","Explosives","Other Crime","7","No",""
"14318","23-11-2023 10:00","11-22-2023 10:00","22-11-2023 22:55","Mumbai","349","CYBERCRIME","57","F","Blunt Object","Other Crime","14","Yes","14-12-2023 10:00"
"14329","24-11-2023 04:00","11-22-2023 01:00","22-11-2023 05:56","Mumbai","360","FRAUD","78","F","Blunt Object","Other Crime","8","Yes","02-02-2024 04:00"
"14375","27-11-2023 07:00","11-27-2023 04:00","27-11-2023 17:49","Mumbai","538","SHOPLIFTING","49","M","Poison","Other Crime","13","No",""
"14384","28-11-2023 01:00","11-27-2023 18:00","28-11-2023 11:00","Mumbai","160","DOMESTIC VIOLENCE","53","M","Explosives","Violent Crime","12","No",""
"14386","28-11-2023 06:00","11-26-2023 04:00","26-11-2023 17:40","Mumbai","189","DOMESTIC VIOLENCE","18","F","Firearm","Violent Crime","9","No",""
"14393","28-11-2023 18:00","11-26-2023 00:00","26-11-2023 21:04","Mumbai","325","SHOPLIFTING","65","F","Explosives","Other Crime","9","No",""
"14401","29-11-2023 07:00","11-28-2023 18:00","28-11-2023 21:43","Mumbai","575","ROBBERY","31","M","Poison","Violent Crime","18","Yes","20-01-2024 07:00"
"14407","29-11-2023 13:00","11-28-2023 12:00","28-11-2023 23:14","Mumbai","184","FIREARM OFFENSE","45","F","Knife","Fire Accident","10","No",""
"14408","29-11-2023 13:00","11-29-2023 11:00","29-11-2023 22:01","Mumbai","486","ASSAULT","56","F","Other","Violent Crime","3","No",""
"14410","29-11-2023 15:00","11-28-2023 15:00","29-11-2023 03:25","Mumbai","463","CYBERCRIME","26","F","Blunt Object","Other Crime","4","No",""
"14413","29-11-2023 19:00","11-29-2023 05:00","29-11-2023 05:41","Mumbai","337","FIREARM OFFENSE","70","F","Other","Fire Accident","16","Yes","16-02-2024 19:00"
"14417","30-11-2023 05:00","11-27-2023 14:00","28-11-2023 00:22","Mumbai","373","HOMICIDE","57","F","Knife","Other Crime","7","No",""
"14426","30-11-2023 18:00","11-29-2023 10:00","29-11-2023 15:28","Mumbai","553","ASSAULT","16","F","Poison","Violent Crime","14","No",""
"14442","02-12-2023 03:00","12-01-2023 22:00","02-12-2023 13:40","Mumbai","335","COUNTERFEITING","21","M","Other","Other Crime","19","No",""
"14457","03-12-2023 06:00","12-02-2023 09:00","02-12-2023 21:34","Mumbai","192","DRUG OFFENSE","51","M","Explosives","Other Crime","12","No",""
"14458","03-12-2023 08:00","12-03-2023 00:00","03-12-2023 17:48","Mumbai","590","VANDALISM","32","F","Explosives","Other Crime","19","No",""
"14459","03-12-2023 14:00","12-02-2023 06:00","02-12-2023 06:45","Mumbai","271","ARSON","53","F","Blunt Object","Fire Accident","9","Yes","25-02-2024 14:00"
"14475","04-12-2023 20:00","12-02-2023 03:00","02-12-2023 11:43","Mumbai","163","DOMESTIC VIOLENCE","47","F","None","Violent Crime","1","No",""
"14485","05-12-2023 10:00","12-02-2023 22:00","03-12-2023 18:03","Mumbai","444","SEXUAL ASSAULT","45","M","Poison","Violent Crime","6","Yes","04-08-2024 10:00"
